label,score_id,performance_id
match,n4,n1
deletion,n8,
deletion,n2,
deletion,n6,
match,n1,n0
deletion,n7,
deletion,n3,
deletion,n5,
match,n10,n5
match,n14,n9
deletion,n12,
match,n9,n4
match,n13,n8
deletion,n11,
match,n22,n17
deletion,n18,
match,n17,n13
match,n21,n15
match,n20,n16
deletion,n16,
match,n15,n12
match,n19,n14
match,n26,n21
match,n30,n25
match,n34,n33
match,n25,n20
match,n29,n24
match,n33,n32
match,n24,n23
match,n28,n27
match,n32,n31
match,n23,n18
match,n27,n22
match,n31,n30
match,n39,n38
match,n43,n42
match,n38,n37
match,n42,n41
match,n41,n40
match,n37,n36
match,n36,n35
match,n35,n34
match,n40,n39
match,n53,n51
match,n49,n48
match,n52,n52
match,n46,n45
match,n51,n50
match,n45,n44
match,n48,n47
match,n50,n49
match,n47,n46
match,n44,n43
match,n62,n61
match,n66,n64
match,n57,n56
match,n61,n60
match,n56,n55
match,n60,n57
match,n65,n65
match,n55,n54
match,n64,n63
match,n54,n53
match,n59,n58
match,n58,n59
match,n63,n62
match,n73,n71
match,n69,n68
match,n72,n72
deletion,n76,
match,n68,n67
match,n71,n70
match,n67,n66
match,n70,n69
match,n77,n75
match,n85,n83
match,n81,n80
match,n80,n79
match,n84,n84
match,n79,n78
match,n75,n74
match,n83,n82
match,n82,n81
match,n78,n77
match,n74,n73
match,n89,n88
match,n97,n96
match,n93,n92
match,n88,n87
match,n92,n91
match,n96,n95
match,n91,n90
match,n87,n86
match,n95,n94
match,n86,n85
match,n94,n93
match,n90,n89
match,n102,n100
match,n106,n105
match,n101,n101
match,n105,n104
deletion,n109,
match,n104,n103
match,n100,n99
match,n99,n98
match,n98,n97
match,n103,n102
match,n114,n113
match,n119,n118
match,n110,n109
match,n113,n112
match,n118,n117
match,n108,n107
match,n112,n111
match,n117,n116
match,n116,n115
match,n115,n114
match,n111,n110
match,n107,n106
match,n123,n122
match,n127,n126
match,n131,n129
match,n130,n130
match,n122,n121
match,n126,n125
match,n125,n124
match,n129,n128
match,n121,n120
match,n124,n123
match,n128,n127
match,n120,n119
match,n134,n132
match,n143,n138
deletion,n139,
match,n133,n133
match,n132,n131
match,n142,n137
deletion,n138,
match,n137,n135
deletion,n141,
match,n136,n136
deletion,n140,
match,n135,n134
match,n146,n147
match,n145,n142
match,n150,n146
match,n144,n140
match,n149,n144
match,n148,n145
match,n147,n143
match,n155,n150
match,n160,n156
match,n165,n166
match,n154,n151
match,n159,n155
match,n164,n164
match,n153,n154
match,n158,n161
match,n163,n165
match,n152,n153
match,n157,n158
match,n162,n163
match,n151,n152
match,n156,n157
match,n161,n162
match,n171,n171
match,n176,n176
match,n170,n169
match,n175,n175
match,n174,n174
deletion,n178,
match,n169,n170
match,n173,n173
deletion,n168,
