label,score_id,performance_id
deletion,n2,
deletion,n4,
deletion,n6,
match,n8,n1
deletion,n1,
deletion,n3,
deletion,n5,
match,n7,n0
match,n10,n7
match,n14,n8
deletion,n12,
match,n9,n6
match,n13,n9
deletion,n11,
match,n22,n17
deletion,n18,
match,n17,n12
match,n21,n15
match,n20,n16
deletion,n16,
match,n15,n13
match,n19,n14
match,n26,n21
match,n30,n25
match,n34,n33
match,n25,n19
match,n29,n23
match,n33,n32
match,n24,n24
match,n28,n27
match,n32,n31
match,n23,n18
match,n27,n22
match,n31,n30
match,n39,n37
match,n43,n42
match,n38,n38
match,n42,n41
match,n41,n40
match,n37,n36
match,n36,n35
match,n35,n34
match,n40,n39
match,n53,n51
match,n49,n48
match,n52,n52
match,n46,n45
match,n51,n50
match,n45,n44
match,n48,n47
match,n50,n49
match,n47,n46
match,n44,n43
match,n62,n60
match,n66,n64
match,n57,n56
deletion,n61,
match,n56,n55
match,n60,n58
match,n65,n62
match,n55,n54
match,n64,n63
match,n54,n53
match,n59,n59
match,n58,n57
match,n63,n61
match,n73,n70
match,n69,n67
match,n72,n71
deletion,n76,
match,n68,n66
match,n71,n68
match,n67,n65
match,n70,n69
match,n77,n73
match,n85,n82
match,n81,n79
match,n80,n78
match,n84,n83
match,n79,n77
match,n75,n74
match,n83,n81
match,n82,n80
match,n78,n76
match,n74,n72
match,n89,n86
match,n97,n93
match,n93,n91
match,n88,n87
match,n92,n90
match,n96,n94
match,n91,n89
match,n87,n85
match,n95,n95
match,n86,n84
match,n94,n92
match,n90,n88
match,n102,n98
match,n106,n103
match,n101,n100
match,n105,n104
deletion,n109,
match,n104,n102
match,n100,n97
match,n99,n99
match,n98,n96
match,n103,n101
match,n114,n111
match,n119,n115
match,n110,n108
match,n113,n112
match,n118,n116
match,n108,n106
match,n112,n110
match,n117,n117
match,n116,n114
match,n115,n113
match,n111,n109
match,n107,n105
match,n123,n119
match,n127,n124
match,n131,n129
match,n130,n128
match,n122,n120
match,n126,n122
match,n125,n123
match,n129,n126
match,n121,n121
match,n124,n125
match,n128,n127
match,n120,n118
match,n134,n132
match,n143,n137
deletion,n139,
match,n133,n131
match,n132,n130
match,n142,n134
deletion,n138,
match,n141,n136
deletion,n137,
match,n140,n135
deletion,n136,
match,n135,n133
match,n146,n146
match,n145,n138
match,n150,n142
match,n144,n139
match,n149,n143
match,n148,n144
match,n147,n145
match,n155,n150
match,n160,n154
match,n165,n162
match,n154,n147
match,n159,n155
match,n164,n164
match,n153,n153
match,n158,n158
match,n163,n165
match,n152,n152
match,n157,n159
match,n162,n163
match,n151,n151
match,n156,n156
match,n161,n161
match,n171,n169
match,n176,n173
match,n170,n171
match,n175,n174
match,n174,n175
deletion,n178,
match,n169,n170
match,n173,n176
match,n168,n168
match,n167,n167
match,n166,n166
match,n172,n172
match,n186,n184
match,n182,n182
match,n185,n185
match,n179,n179
match,n184,n186
match,n181,n181
match,n183,n183
match,n180,n180
match,n177,n177
match,n195,n193
match,n199,n199
match,n190,n189
match,n194,n195
match,n189,n190
match,n193,n192
match,n198,n198
match,n188,n188
match,n197,n197
match,n187,n187
match,n192,n194
match,n191,n191
match,n196,n196
match,n206,n206
match,n202,n202
match,n205,n205
deletion,n209,
match,n201,n200
match,n204,n204
match,n200,n201
match,n203,n203
match,n210,n209
match,n218,n217
match,n214,n212
match,n213,n213
match,n217,n218
match,n212,n214
match,n208,n208
match,n216,n216
match,n215,n215
match,n211,n211
match,n207,n207
match,n222,n222
match,n230,n230
match,n226,n225
match,n221,n221
match,n225,n226
match,n229,n229
match,n224,n224
match,n220,n220
match,n228,n228
match,n219,n219
match,n227,n227
match,n223,n223
match,n235,n234
match,n239,n238
match,n234,n235
match,n238,n239
deletion,n242,
match,n237,n237
match,n233,n233
match,n232,n232
match,n231,n231
match,n236,n236
match,n247,n246
match,n252,n252
match,n243,n243
match,n246,n247
match,n251,n250
match,n241,n241
match,n245,n245
match,n250,n251
match,n249,n249
match,n248,n248
match,n244,n244
match,n240,n240
match,n256,n256
match,n260,n260
match,n264,n264
match,n263,n263
match,n255,n254
match,n259,n258
match,n258,n259
match,n262,n262
match,n254,n255
match,n257,n257
match,n261,n261
match,n253,n253
match,n274,n271
deletion,n271,
match,n267,n266
match,n266,n267
match,n273,n270
deletion,n270,
match,n265,n265
match,n272,n269
deletion,n269,
match,n268,n268
match,n276,n273
match,n281,n279
match,n277,n274
match,n280,n280
match,n275,n272
deletion,n279,
match,n278,n278
match,n291,n288
match,n296,n295
match,n286,n282
match,n295,n290
deletion,n290,
match,n289,n289
match,n285,n281
match,n294,n292
match,n284,n283
match,n288,n286
match,n293,n293
match,n287,n287
match,n283,n285
match,n292,n291
match,n282,n284
match,n301,n299
match,n306,n301
deletion,n312,
match,n305,n303
deletion,n311,
match,n300,n298
deletion,n299,
match,n298,n297
match,n304,n304
deletion,n309,
match,n303,n302
deletion,n308,
match,n297,n296
match,n302,n300
deletion,n307,
match,n316,n313
match,n320,n316
match,n310,n308
match,n315,n312
match,n319,n317
match,n314,n314
deletion,n318,
match,n317,n315
match,n313,n311
match,n330,n325
match,n335,n330
match,n325,n319
match,n329,n327
match,n334,n332
match,n328,n326
match,n324,n318
match,n333,n331
match,n323,n320
match,n327,n324
match,n332,n329
match,n326,n323
match,n322,n322
match,n331,n328
