label,score_id,performance_id
match,n15,n13
match,n22voice_overlap,n20
deletion,n15voice_overlap,
deletion,n22,
match,n4voice_overlap,n2
match,n35voice_overlap,n32
match,n35,n40
deletion,n4,
match,n6,n4
match,n11,n9
match,n17,n15
match,n20,n18
match,n25,n24
match,n31,n30
match,n37,n38
insertion,,n35
match,n40,n42
deletion,n45,
match,n3,n3
match,n8,n7
match,n34,n34
match,n38,n41
match,n14,n14
match,n18,n17
match,n21,n21
match,n28,n27
match,n1,n0
match,n5,n5
match,n10,n10
match,n16,n16
match,n19,n19
match,n24,n23
match,n30,n29
match,n36,n39
insertion,,n36
match,n39,n46
deletion,n47,
match,n7,n6
match,n13,n12
match,n27,n26
match,n2,n1
match,n9,n8
match,n33,n33
match,n12,n11
match,n29,n28
match,n23,n22
match,n26,n25
match,n32,n31
match,n53voice_overlap,n51
match,n74voice_overlap,n73
match,n85,n84
deletion,n74,
deletion,n53,
match,n62voice_overlap,n61
deletion,n42voice_overlap,
deletion,n42,
deletion,n62,
match,n50,n48
match,n55,n53
match,n59,n57
match,n65,n63
match,n70,n69
match,n77,n75
match,n82,n80
match,n67,n66
deletion,n41,
match,n73,n72
match,n79,n78
match,n84,n83
match,n56,n55
match,n61,n60
match,n69,n68
match,n76,n76
match,n81,n81
match,n72,n71
match,n78,n77
match,n83,n82
match,n52,n52
match,n58,n58
match,n66,n65
match,n75,n74
match,n80,n79
match,n44,n44
match,n49,n49
match,n64,n64
match,n68,n67
match,n71,n70
match,n48,n47
match,n63,n62
match,n43,n43
match,n46,n45
match,n54,n54
match,n60,n59
match,n57,n56
match,n51,n50
deletion,n85voice_overlap,
match,n99voice_overlap,n97
match,n107voice_overlap,n106
deletion,n99,
deletion,n107,
match,n118voice_overlap,n115
match,n129voice_overlap,n126
deletion,n118,
match,n89,n87
match,n96,n94
match,n101,n99
match,n104,n102
match,n110,n107
match,n115,n113
match,n121,n118
match,n126,n123
match,n98,n98
match,n102,n101
match,n92,n90
match,n88,n88
match,n95,n95
match,n100,n100
match,n103,n103
match,n91,n91
match,n117,n117
match,n123,n122
match,n106,n105
match,n112,n111
match,n87,n86
match,n94,n93
match,n97,n96
match,n109,n109
match,n114,n114
match,n120,n120
match,n125,n125
match,n93,n92
match,n111,n110
match,n86,n85
match,n90,n89
match,n105,n104
match,n113,n112
match,n122,n121
match,n108,n108
match,n116,n116
match,n124,n124
match,n119,n119
deletion,n129,
match,n137,n136
match,n159voice_overlap,n158
insertion,,n170
deletion,n137voice_overlap,
deletion,n159,
match,n147voice_overlap,n147
deletion,n147,
match,n131,n130
match,n135,n135
match,n139,n139
match,n145,n143
match,n149,n148
match,n155,n154
match,n161,n161
match,n164,n163
match,n158,n159
match,n162,n162
match,n146,n146
match,n152,n151
match,n136,n137
match,n142,n142
match,n160,n160
match,n163,n164
match,n128,n129
match,n133,n133
match,n157,n157
match,n130,n131
match,n134,n134
match,n138,n138
match,n144,n145
match,n148,n149
match,n154,n155
match,n132,n132
match,n143,n144
match,n153,n153
match,n141,n141
match,n151,n152
match,n140,n140
match,n150,n150
match,n156,n156
match,n127,n127
match,n179,n177
match,n186voice_overlap,n185
deletion,n179voice_overlap,
deletion,n186,
match,n168,n167
match,n199voice_overlap,n197
match,n206,n205
deletion,n199,
deletion,n168voice_overlap,
match,n170,n174
match,n175,n180
match,n181,n183
match,n184,n188
match,n189,n194
match,n201,n200
match,n204,n203
match,n209,n208
deletion,n195,
match,n167,n168
match,n172,n172
match,n198,n199
insertion,,n202
match,n202,n206
deletion,n205,
match,n178,n179
match,n182,n182
match,n185,n186
match,n192,n192
match,n169,n169
match,n174,n175
match,n180,n181
match,n183,n184
match,n188,n189
match,n194,n195
match,n200,n201
match,n203,n204
match,n171,n171
match,n177,n178
match,n191,n191
match,n166,n166
match,n173,n173
match,n197,n198
match,n176,n176
match,n193,n193
match,n165,n165
match,n187,n187
match,n190,n190
match,n196,n196
match,n217voice_overlap,n216
match,n238voice_overlap,n236
match,n249voice_overlap,n249
deletion,n238,
deletion,n217,
match,n226voice_overlap,n225
deletion,n206voice_overlap,
deletion,n226,
match,n214,n213
match,n219,n218
match,n223,n222
match,n229,n228
match,n234,n233
match,n241,n240
match,n246,n245
match,n231,n231
match,n237,n238
match,n243,n243
match,n211,n211
match,n220,n220
match,n225,n226
match,n233,n234
match,n240,n241
match,n245,n246
match,n236,n237
match,n242,n242
match,n216,n217
match,n222,n223
match,n230,n230
match,n239,n239
match,n244,n244
match,n208,n209
match,n213,n214
match,n228,n229
match,n232,n232
match,n235,n235
match,n212,n212
match,n227,n227
match,n207,n207
match,n210,n210
match,n218,n219
match,n224,n224
match,n221,n221
match,n215,n215
deletion,n249,
match,n263voice_overlap,n262
match,n272voice_overlap,n272
deletion,n263,
deletion,n272,
match,n286voice_overlap,n285
deletion,n286,
match,n253,n252
match,n260,n258
match,n265,n264
match,n268,n267
match,n276,n275
match,n283,n283
match,n289,n288
match,n294,n292
match,n262,n263
match,n266,n266
match,n248,n248
match,n256,n256
match,n252,n253
match,n259,n260
match,n264,n265
match,n267,n268
match,n247,n247
match,n255,n255
match,n285,n286
match,n291,n291
match,n271,n271
match,n279,n279
match,n251,n251
match,n258,n259
match,n261,n261
match,n275,n276
match,n282,n282
match,n288,n289
match,n293,n294
match,n257,n257
match,n270,n270
match,n278,n278
match,n250,n250
match,n254,n254
match,n274,n274
match,n281,n281
match,n290,n290
match,n284,n284
match,n292,n293
match,n269,n269
match,n280,n280
match,n287,n287
match,n273,n273
match,n277,n277
match,n298voice_overlap,n296
deletion,n298,
match,n354,n351
match,n361,n355
match,n366,n363
deletion,n375,
match,n311,n310
match,n326,n323
match,n333,n332
match,n340,n339
match,n347,n345
deletion,n311voice_overlap,
match,n325,n321
match,n332,n328
match,n339,n334
match,n346,n343
match,n353,n353
match,n360,n357
match,n368,n366
match,n374,n372
match,n324,n326
match,n338,n338
match,n345,n347
match,n367,n365
match,n373,n371
deletion,n331,
deletion,n352,
deletion,n359,
match,n301,n300
match,n308,n308
match,n314,n313
match,n319,n318
match,n323,n322
match,n330,n329
match,n337,n337
match,n344,n344
match,n351,n352
match,n358,n358
match,n365,n364
match,n372,n373
match,n336,n336
match,n310,n311
match,n316,n316
match,n321,n325
match,n343,n342
match,n364,n362
match,n297,n297
match,n304,n304
match,n329,n331
match,n349,n349
match,n371,n370
match,n300,n301
match,n307,n307
match,n313,n314
match,n318,n319
match,n357,n359
match,n303,n303
