label,score_id,performance_id
match,n15,n14
match,n22voice_overlap,n21
deletion,n15voice_overlap,
deletion,n22,
match,n4voice_overlap,n2
match,n35voice_overlap,n35
match,n35,n42
deletion,n4,
match,n6,n5
match,n11,n10
match,n17,n16
match,n20,n19
match,n25,n25
match,n31,n31
match,n37,n41
insertion,,n38
match,n40,n45
match,n45,n50
match,n3,n3
match,n8,n7
match,n34,n36
match,n38,n43
match,n14,n13
match,n18,n17
match,n21,n20
match,n28,n28
match,n1,n0
match,n5,n4
match,n10,n9
match,n16,n15
match,n19,n18
match,n24,n24
match,n30,n32
match,n36,n40
insertion,,n37
match,n39,n48
match,n7,n6
match,n13,n12
match,n27,n30
match,n2,n1
match,n9,n8
match,n33,n34
match,n12,n11
match,n29,n29
match,n23,n22
match,n26,n26
match,n32,n33
insertion,,n49
match,n53voice_overlap,n52
match,n74voice_overlap,n74
match,n74,n85
deletion,n53,
match,n62voice_overlap,n62
deletion,n42voice_overlap,
deletion,n42,
deletion,n62,
match,n50,n56
match,n55,n60
match,n59,n65
match,n65,n71
match,n70,n78
match,n77,n81
match,n82,n90
match,n67,n68
deletion,n41,
match,n73,n75
match,n79,n86
match,n47,n57
match,n56,n63
match,n61,n70
match,n69,n76
match,n76,n83
match,n81,n88
match,n72,n73
match,n78,n84
match,n52,n54
match,n58,n59
match,n66,n67
match,n75,n82
insertion,,n77
match,n80,n89
match,n44,n46
match,n49,n51
match,n64,n66
match,n68,n69
match,n71,n72
match,n48,n64
match,n86,n87
deletion,n63,
match,n43,n44
match,n46,n47
match,n54,n55
match,n60,n61
match,n57,n58
match,n51,n53
deletion,n85,
deletion,n85voice_overlap,
match,n99voice_overlap,n98
match,n107voice_overlap,n107
deletion,n99,
deletion,n107,
match,n118voice_overlap,n118
match,n129voice_overlap,n128
deletion,n118,
match,n96,n95
match,n101,n102
match,n104,n105
deletion,n89,
match,n110,n110
match,n115,n115
match,n121,n121
match,n126,n127
match,n98,n100
match,n102,n103
match,n84,n93
deletion,n92,
match,n95,n97
match,n100,n101
match,n103,n104
deletion,n88,
match,n83,n92
match,n117,n119
match,n123,n124
deletion,n91,
match,n106,n108
match,n112,n113
match,n94,n96
deletion,n87,
match,n97,n99
match,n109,n111
match,n114,n116
match,n120,n122
match,n125,n126
match,n93,n94
match,n111,n112
match,n90,n91
match,n105,n106
match,n113,n114
match,n122,n123
match,n108,n109
match,n116,n117
match,n124,n125
match,n119,n120
deletion,n129,
match,n137,n138
match,n159voice_overlap,n158
insertion,,n169
deletion,n137voice_overlap,
deletion,n159,
match,n147voice_overlap,n147
deletion,n147,
match,n131,n132
match,n135,n136
match,n139,n140
match,n145,n145
match,n149,n149
match,n155,n154
match,n161,n160
match,n164,n163
match,n158,n157
match,n162,n161
match,n146,n146
match,n152,n152
match,n136,n137
match,n142,n142
match,n160,n159
match,n163,n162
match,n128,n130
match,n133,n134
match,n157,n156
insertion,,n170
match,n130,n131
match,n134,n135
match,n138,n139
match,n148,n148
match,n166,n167
deletion,n154,
deletion,n144,
match,n132,n133
match,n143,n144
match,n153,n153
match,n141,n143
match,n151,n151
match,n140,n141
match,n150,n150
match,n156,n155
match,n127,n129
match,n179,n176
match,n186voice_overlap,n184
deletion,n179voice_overlap,
deletion,n186,
match,n168,n165
match,n199voice_overlap,n198
match,n206,n206
deletion,n199,
deletion,n168voice_overlap,
match,n170,n173
match,n175,n180
match,n181,n182
match,n184,n189
match,n189,n195
match,n201,n202
match,n204,n205
match,n209,n210
deletion,n195,
match,n167,n166
match,n172,n171
match,n198,n200
insertion,,n203
match,n202,n207
deletion,n205,
match,n178,n178
match,n182,n181
match,n185,n185
match,n192,n191
match,n169,n168
match,n174,n174
match,n180,n179
match,n183,n183
match,n188,n188
match,n194,n196
match,n200,n201
match,n203,n204
match,n171,n177
match,n177,n187
match,n191,n194
match,n173,n172
match,n197,n199
match,n176,n175
match,n193,n193
match,n165,n164
match,n187,n186
match,n190,n190
match,n196,n197
match,n217voice_overlap,n216
match,n238voice_overlap,n236
match,n249voice_overlap,n248
deletion,n238,
deletion,n217,
match,n226voice_overlap,n227
deletion,n206voice_overlap,
deletion,n226,
match,n214,n214
match,n219,n220
match,n223,n224
match,n229,n230
match,n234,n235
match,n241,n242
match,n246,n247
match,n231,n232
match,n237,n238
match,n243,n244
match,n248,n250
match,n211,n212
match,n220,n221
match,n225,n226
match,n233,n234
match,n240,n241
match,n245,n246
match,n236,n239
match,n242,n243
match,n247,n249
match,n216,n218
match,n222,n223
match,n230,n231
match,n239,n240
match,n244,n245
match,n208,n209
match,n213,n215
match,n228,n229
match,n232,n233
match,n235,n237
insertion,,n258
match,n212,n213
match,n227,n228
match,n207,n208
match,n210,n211
match,n218,n219
match,n224,n225
match,n221,n222
match,n215,n217
deletion,n249,
match,n263voice_overlap,n262
match,n272voice_overlap,n270
deletion,n263,
