label,score_id,performance_id
match,n15,n14
match,n22,n21
match,n4,n2
match,n35,n34
match,n6,n5
match,n11,n10
match,n17,n16
match,n20,n19
match,n25,n24
match,n31,n30
match,n37,n36
insertion,,n39
match,n40,n44
match,n3,n3
match,n8,n7
match,n34,n32
insertion,,n37
match,n38,n40
match,n14,n12
match,n18,n17
match,n21,n20
match,n28,n26
match,n1,n0
match,n5,n4
match,n10,n9
match,n16,n15
match,n19,n18
match,n24,n23
match,n30,n29
match,n36,n35
match,n39,n38
insertion,,n46
match,n7,n6
match,n13,n13
match,n27,n27
match,n2,n1
match,n9,n8
match,n33,n33
match,n12,n11
match,n29,n28
match,n23,n22
match,n26,n25
match,n32,n31
insertion,,n47
match,n53,n50
match,n74,n70
match,n42,n41
match,n62,n59
match,n45,n49
match,n50,n54
match,n55,n57
match,n59,n63
match,n65,n69
match,n70,n74
match,n77,n80
match,n82,n88
deletion,n89,
match,n67,n66
deletion,n41,
match,n73,n72
match,n79,n78
match,n84,n82
match,n47,n55
match,n56,n61
match,n61,n68
match,n69,n76
match,n76,n81
match,n81,n86
deletion,n88,
match,n72,n73
insertion,,n77
match,n78,n83
match,n52,n52
match,n58,n58
match,n66,n65
match,n75,n75
match,n80,n79
match,n87,n87
match,n44,n43
match,n49,n48
match,n64,n64
match,n68,n67
match,n71,n71
match,n48,n62
match,n86,n85
deletion,n63,
match,n43,n42
match,n46,n45
match,n54,n53
match,n60,n60
match,n57,n56
match,n51,n51
match,n85,n84
match,n99,n97
match,n107,n106
match,n118,n116
match,n96,n94
match,n101,n100
match,n104,n103
match,n110,n108
match,n115,n114
match,n121,n119
match,n126,n125
match,n98,n98
match,n102,n101
match,n92,n90
match,n95,n93
match,n100,n99
match,n103,n102
match,n83,n91
match,n117,n117
match,n123,n122
match,n128,n128
deletion,n91,
match,n106,n104
match,n112,n111
match,n94,n95
match,n97,n96
match,n109,n109
match,n114,n113
match,n120,n120
match,n125,n124
match,n93,n92
match,n111,n110
match,n90,n89
match,n105,n105
match,n113,n112
match,n122,n121
match,n108,n107
match,n116,n115
match,n124,n123
match,n119,n118
match,n129,n126
match,n137,n136
match,n159,n155
insertion,,n169
match,n147,n146
match,n131,n130
match,n135,n134
match,n139,n138
match,n145,n144
match,n149,n148
match,n155,n154
match,n161,n160
match,n164,n163
match,n158,n157
match,n162,n161
match,n146,n145
match,n152,n151
match,n136,n135
match,n142,n141
match,n160,n159
match,n163,n162
match,n133,n132
match,n157,n158
match,n130,n129
match,n134,n133
match,n138,n137
match,n144,n143
match,n148,n147
match,n154,n153
match,n132,n131
match,n143,n142
match,n153,n152
match,n141,n140
match,n151,n150
match,n140,n139
match,n150,n149
match,n156,n156
match,n127,n127
match,n179,n178
match,n186,n185
match,n168,n167
match,n199,n196
match,n170,n173
match,n175,n180
match,n181,n183
match,n184,n188
match,n189,n194
match,n201,n199
match,n204,n203
match,n209,n207
deletion,n195,
match,n167,n166
match,n172,n171
match,n198,n198
match,n202,n201
match,n205,n204
